,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
1222,President 2008,Maryland,20081104,N/A,CHARLES,County,"70,127","25,732","McCain, John S. III",Challenger,"43,635","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,760,"17,903",D,36.69,62.22,0,1.08,37.1,62.9,NA,NA,NA,1946,1230,-716,0.612720403,0.387279597,Charles County MD,Charles MD,MD,0.525411779,0.474588221
1223,President 2008,Maryland,20081104,N/A,DORCHESTER,County,"15,274","8,168","McCain, John S. III",Challenger,"6,912","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,194,"1,256",R,53.48,45.25,0,1.27,54.16,45.84,NA,NA,NA,2328,2626,298,0.469923294,0.530076706,Dorchester County MD,Dorchester MD,MD,0.501809216,0.498190784
1224,President 2008,Maryland,20081104,N/A,FREDERICK,County,"111,186","55,170","McCain, John S. III",Challenger,"54,013","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,003","1,157",R,49.62,48.58,0,1.8,50.53,49.47,NA,NA,NA,2191,2187,-4,0.50045683,0.49954317,Frederick County MD,Frederick MD,MD,0.500000417,0.499999583
1225,President 2008,Maryland,20081104,N/A,GARRETT,County,"12,872","8,903","McCain, John S. III",Challenger,"3,736","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,233,"5,167",R,69.17,29.02,0,1.81,70.44,29.56,NA,NA,NA,1520,2707,1187,0.359593092,0.640406908,Garrett County MD,Garrett MD,MD,0.5394282,0.4605718
1226,President 2008,Maryland,20081104,N/A,HARFORD,County,"123,295","71,751","McCain, John S. III",Challenger,"48,552","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,992","23,199",R,58.19,39.38,0,2.43,59.64,40.36,NA,NA,NA,1986,2563,577,0.436579468,0.563420532,Harford County MD,Harford MD,MD,0.508044328,0.491955672
1227,President 2008,Maryland,20081104,N/A,HOWARD,County,"145,233","55,393","McCain, John S. III",Challenger,"87,120","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,720","31,727",D,38.14,59.99,0,1.87,38.87,61.13,NA,NA,NA,2713,2190,-523,0.553334693,0.446665307,Howard County MD,Howard MD,MD,0.505689179,0.494310821
1228,President 2008,Maryland,20081104,N/A,KENT,County,"10,020","4,905","McCain, John S. III",Challenger,"4,953","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,162,48,D,48.95,49.43,0,1.62,49.76,50.24,NA,NA,NA,1893,1871,-22,0.502922423,0.497077577,Kent County MD,Kent MD,MD,0.500017081,0.499982919
1229,President 2008,Maryland,20081104,N/A,MONTGOMERY,County,"439,261","118,608","McCain, John S. III",Challenger,"314,444","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"6,209","195,836",D,27,71.58,0,1.41,27.39,72.61,NA,NA,NA,1598,438,-1160,0.784872299,0.215127701,Montgomery County MD,Montgomery MD,MD,0.662304453,0.337695547
1230,President 2008,Maryland,20081104,N/A,PRINCE GEORGES,County,"374,026","38,833","McCain, John S. III",Challenger,"332,396","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,797","293,563",D,10.38,88.87,0,0.75,10.46,89.54,NA,NA,NA,1629,1667,38,0.494235437,0.505764563,Prince Georges County MD,Prince Georges MD,MD,0.50006646,0.49993354
1231,President 2008,Maryland,20081104,N/A,QUEEN ANNES,County,"24,045","15,087","McCain, John S. III",Challenger,"8,575","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,383,"6,512",R,62.74,35.66,0,1.59,63.76,36.24,NA,NA,NA,2641,626,-2015,0.808386899,0.191613101,Queen Annes County MD,Queen Annes MD,MD,0.690204959,0.309795041
1232,President 2008,Maryland,20081104,N/A,SOMERSET,County,"9,924","5,037","McCain, John S. III",Challenger,"4,779","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,108,258,R,50.76,48.16,0,1.09,51.31,48.69,NA,NA,NA,1868,1980,112,0.485446985,0.514553015,Somerset County MD,Somerset MD,MD,0.50042358,0.49957642
1233,President 2008,Maryland,20081104,N/A,ST. MARYS,County,"44,409","24,705","McCain, John S. III",Challenger,"19,023","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,681,"5,682",R,55.63,42.84,0,1.53,56.5,43.5,NA,NA,NA,776,1204,428,0.391919192,0.608080808,St. Marys County MD,St. Marys MD,MD,0.523362922,0.476637078
1234,President 2008,Maryland,20081104,N/A,TALBOT,County,"20,328","10,995","McCain, John S. III",Challenger,"9,035","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,298,"1,960",R,54.09,44.45,0,1.47,54.89,45.11,NA,NA,NA,2730,344,-2386,0.888093689,0.111906311,Talbot County MD,Talbot MD,MD,0.801233423,0.198766577
1235,President 2008,Maryland,20081104,N/A,WASHINGTON,County,"61,600","34,169","McCain, John S. III",Challenger,"26,245","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,186","7,924",R,55.47,42.61,0,1.93,56.56,43.44,NA,NA,NA,1260,1610,350,0.43902439,0.56097561,Washington County MD,Washington MD,MD,0.50743605,0.49256395
1236,President 2008,Maryland,20081104,N/A,WICOMICO,County,"41,854","21,849","McCain, John S. III",Challenger,"19,436","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,569,"2,413",R,52.2,46.44,0,1.36,52.92,47.08,NA,NA,NA,786,1132,346,0.409801877,0.590198123,Wicomico County MD,Wicomico MD,MD,0.516271403,0.483728597
1237,President 2008,Maryland,20081104,N/A,WORCESTER,County,"27,346","15,607","McCain, John S. III",Challenger,"11,374","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,365,"4,233",R,57.07,41.59,0,1.33,57.84,42.16,NA,NA,NA,438,653,215,0.401466544,0.598533456,Worcester County MD,Worcester MD,MD,0.519417684,0.480582316
1238,President 2008,Massachusetts,20081104,N/A,BARNSTABLE,County,"132,270","55,694","McCain, John S. III",Challenger,"74,264","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,312","18,570",D,42.11,56.15,0,1.75,42.86,57.14,NA,NA,NA,2556,2192,-364,0.538331929,0.461668071,Barnstable County MA,Barnstable MA,MA,0.502938674,0.497061326
1239,President 2008,Massachusetts,20081104,N/A,BERKSHIRE,County,"66,130","14,876","McCain, John S. III",Challenger,"49,558","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,696","34,682",D,22.5,74.94,0,2.56,23.09,76.91,NA,NA,NA,1997,605,-1392,0.767486549,0.232513451,Berkshire County MA,Berkshire MA,MA,0.643098108,0.356901892
1240,President 2008,Massachusetts,20081104,N/A,BRISTOL,County,"243,120","90,531","McCain, John S. III",Challenger,"146,861","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"5,728","56,330",D,37.24,60.41,0,2.36,38.14,61.86,NA,NA,NA,637,2865,2228,0.181896059,0.818103941,Bristol County MA,Bristol MA,MA,0.702380234,0.297619766
1241,President 2008,Massachusetts,20081104,N/A,DUKES,County,"10,553","2,442","McCain, John S. III",Challenger,"7,913","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,198,"5,471",D,23.14,74.98,0,1.88,23.58,76.42,NA,NA,NA,2524,932,-1592,0.730324074,0.269675926,Dukes County MA,Dukes MA,MA,0.606098358,0.393901642
1242,President 2008,Massachusetts,20081104,N/A,ESSEX,County,"353,462","137,129","McCain, John S. III",Challenger,"208,976","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"7,357","71,847",D,38.8,59.12,0,2.08,39.62,60.38,NA,NA,NA,1142,571,-571,0.666666667,0.333333333,Essex County MA,Essex MA,MA,0.555555556,0.444444444
1243,President 2008,Massachusetts,20081104,N/A,FRANKLIN,County,"38,529","9,545","McCain, John S. III",Challenger,"27,919","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,065","18,374",D,24.77,72.46,0,2.76,25.48,74.52,NA,NA,NA,1283,2827,1544,0.31216545,0.68783455,Franklin County MA,Franklin MA,MA,0.570563636,0.429436364
1244,President 2008,Massachusetts,20081104,N/A,HAMPDEN,County,"197,720","71,350","McCain, John S. III",Challenger,"121,454","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,916","50,104",D,36.09,61.43,0,2.49,37.01,62.99,NA,NA,NA,529,2561,2032,0.171197411,0.828802589,Hampden County MA,Hampden MA,MA,0.716222285,0.283777715
1245,President 2008,Massachusetts,20081104,N/A,HAMPSHIRE,County,"79,570","20,618","McCain, John S. III",Challenger,"56,869","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,083","36,251",D,25.91,71.47,0,2.62,26.61,73.39,NA,NA,NA,2209,1107,-1102,0.666164053,0.333835947,Hampshire County MA,Hampshire MA,MA,0.555220985,0.444779015
1246,President 2008,Massachusetts,20081104,N/A,MIDDLESEX,County,"726,031","245,766","McCain, John S. III",Challenger,"464,484","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"15,781","218,718",D,33.85,63.98,0,2.17,34.6,65.4,NA,NA,NA,1971,1212,-759,0.619227144,0.380772856,Middlesex County MA,Middlesex MA,MA,0.528430224,0.471569776
1247,President 2008,Massachusetts,20081104,N/A,NANTUCKET,County,"6,052","1,863","McCain, John S. III",Challenger,"4,073","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,116,"2,210",D,30.78,67.3,0,1.92,31.38,68.62,NA,NA,NA,1717,238,-1479,0.87826087,0.12173913,Nantucket County MA,Nantucket MA,MA,0.786162571,0.213837429
1248,President 2008,Massachusetts,20081104,N/A,NORFOLK,County,"344,916","136,841","McCain, John S. III",Challenger,"200,675","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"7,400","63,834",D,39.67,58.18,0,2.15,40.54,59.46,NA,NA,NA,1130,568,-562,0.66548881,0.33451119,Norfolk County MA,Norfolk MA,MA,0.554773093,0.445226907
1249,President 2008,Massachusetts,20081104,N/A,PLYMOUTH,County,"249,817","112,904","McCain, John S. III",Challenger,"131,817","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"5,096","18,913",D,45.19,52.77,0,2.04,46.14,53.86,NA,NA,NA,594,427,-167,0.581782566,0.418217434,Plymouth County MA,Plymouth MA,MA,0.513376776,0.486623224
1250,President 2008,Massachusetts,20081104,N/A,SUFFOLK,County,"269,221","57,194","McCain, John S. III",Challenger,"207,127","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,900","149,933",D,21.24,76.94,0,1.82,21.64,78.36,NA,NA,NA,1139,2208,1069,0.340304751,0.659695249,Suffolk County MA,Suffolk MA,MA,0.551005145,0.448994855
1251,President 2008,Massachusetts,20081104,N/A,WORCESTER,County,"363,594","152,101","McCain, John S. III",Challenger,"202,107","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"9,386","50,006",D,41.83,55.59,0,2.58,42.94,57.06,NA,NA,NA,1132,671,-461,0.627842485,0.372157515,Worcester County MA,Worcester MA,MA,0.532687402,0.467312598
1252,President 2008,Michigan,20081104,N/A,ALCONA,County,"6,420","3,404","McCain, John S. III",Challenger,"2,896","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,120,508,R,53.02,45.11,0,1.87,54.03,45.97,NA,NA,NA,1070,1416,346,0.430410298,0.569589702,Alcona County MI,Alcona MI,MI,0.509685453,0.490314547
1253,President 2008,Michigan,20081104,N/A,ALGER,County,"4,750","2,188","McCain, John S. III",Challenger,"2,472","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,90,284,D,46.06,52.04,0,1.89,46.95,53.05,NA,NA,NA,950,870,-80,0.521978022,0.478021978,Alger County MI,Alger MI,MI,0.500966067,0.499033933
1254,President 2008,Michigan,20081104,N/A,ALLEGAN,County,"55,279","30,061","McCain, John S. III",Challenger,"24,165","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,053","5,896",R,54.38,43.71,0,1.9,55.44,44.56,NA,NA,NA,1210,1546,336,0.43904209,0.56095791,Allegan County MI,Allegan MI,MI,0.507431734,0.492568266
1255,President 2008,Michigan,20081104,N/A,ALPENA,County,"15,085","7,125","McCain, John S. III",Challenger,"7,705","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,255,580,D,47.23,51.08,0,1.69,48.04,51.96,NA,NA,NA,2504,2457,-47,0.504736948,0.495263052,Alpena County MI,Alpena MI,MI,0.500044877,0.499955123
1256,President 2008,Michigan,20081104,N/A,ANTRIM,County,"13,852","7,506","McCain, John S. III",Challenger,"6,079","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,267,"1,427",R,54.19,43.89,0,1.93,55.25,44.75,NA,NA,NA,2238,2490,252,0.473350254,0.526649746,Antrim County MI,Antrim MI,MI,0.501420418,0.498579582
1257,President 2008,Michigan,20081104,N/A,ARENAC,County,"8,128","3,807","McCain, John S. III",Challenger,"4,155","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,166,348,D,46.84,51.12,0,2.04,47.81,52.19,NA,NA,NA,1734,1503,-231,0.535681186,0.464318814,Arenac County MI,Arenac MI,MI,0.502546294,0.497453706
1258,President 2008,Michigan,20081104,N/A,BARAGA,County,"3,644","1,846","McCain, John S. III",Challenger,"1,725","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,73,121,R,50.66,47.34,0,2,51.69,48.31,NA,NA,NA,265,233,-32,0.532128514,0.467871486,Baraga County MI,Baraga MI,MI,0.502064483,0.497935517
1259,President 2008,Michigan,20081104,N/A,BARRY,County,"30,565","16,431","McCain, John S. III",Challenger,"13,449","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,685,"2,982",R,53.76,44,0,2.24,54.99,45.01,NA,NA,NA,566,690,124,0.450636943,0.549363057,Barry County MI,Barry MI,MI,0.504873423,0.495126577
1260,President 2008,Michigan,20081104,N/A,BAY,County,"57,428","23,795","McCain, John S. III",Challenger,"32,589","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,044","8,794",D,41.43,56.75,0,1.82,42.2,57.8,NA,NA,NA,1609,1184,-425,0.576083065,0.423916935,Bay County MI,Bay MI,MI,0.511577266,0.488422734
1261,President 2008,Michigan,20081104,N/A,BENZIE,County,"10,309","4,687","McCain, John S. III",Challenger,"5,451","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,171,764,D,45.47,52.88,0,1.66,46.23,53.77,NA,NA,NA,2078,1829,-249,0.531865882,0.468134118,Benzie County MI,Benzie MI,MI,0.502030869,0.497969131
1262,President 2008,Michigan,20081104,N/A,BERRIEN,County,"77,666","36,130","McCain, John S. III",Challenger,"40,381","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,155","4,251",D,46.52,51.99,0,1.49,47.22,52.78,NA,NA,NA,1908,1630,-278,0.539287733,0.460712267,Berrien County MI,Berrien MI,MI,0.503087052,0.496912948
1263,President 2008,Michigan,20081104,N/A,BRANCH,County,"18,285","9,534","McCain, John S. III",Challenger,"8,413","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,338,"1,121",R,52.14,46.01,0,1.85,53.12,46.88,NA,NA,NA,2627,2823,196,0.482018349,0.517981651,Branch County MI,Branch MI,MI,0.50064668,0.49935332
1264,President 2008,Michigan,20081104,N/A,CALHOUN,County,"64,196","28,553","McCain, John S. III",Challenger,"34,561","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,082","6,008",D,44.48,53.84,0,1.69,45.24,54.76,NA,NA,NA,1638,1281,-357,0.561151079,0.438848921,Calhoun County MI,Calhoun MI,MI,0.507478909,0.492521091
1265,President 2008,Michigan,20081104,N/A,CASS,County,"23,576","11,114","McCain, John S. III",Challenger,"12,083","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,379,969,D,47.14,51.25,0,1.61,47.91,52.09,NA,NA,NA,492,362,-130,0.576112412,0.423887588,Cass County MI,Cass MI,MI,0.511586199,0.488413801
1266,President 2008,Michigan,20081104,N/A,CHARLEVOIX,County,"14,367","7,306","McCain, John S. III",Challenger,"6,817","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,244,489,R,50.85,47.45,0,1.7,51.73,48.27,NA,NA,NA,2319,2477,158,0.48352794,0.51647206,Charlevoix County MI,Charlevoix MI,MI,0.500542658,0.499457342
1267,President 2008,Michigan,20081104,N/A,CHEBOYGAN,County,"13,901","6,920","McCain, John S. III",Challenger,"6,720","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,261,200,R,49.78,48.34,0,1.88,50.73,49.27,NA,NA,NA,2310,2365,55,0.494117647,0.505882353,Cheboygan County MI,Cheboygan MI,MI,0.500069204,0.499930796
1268,President 2008,Michigan,20081104,N/A,CHIPPEWA,County,"16,708","8,267","McCain, John S. III",Challenger,"8,184","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,257,83,R,49.48,48.98,0,1.54,50.25,49.75,NA,NA,NA,2608,2645,37,0.496478203,0.503521797,Chippewa County MI,Chippewa MI,MI,0.500024806,0.499975194
1269,President 2008,Michigan,20081104,N/A,CLARE,County,"14,567","6,793","McCain, John S. III",Challenger,"7,496","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,278,703,D,46.63,51.46,0,1.91,47.54,52.46,NA,NA,NA,2483,2350,-133,0.51375957,0.48624043,Clare County MI,Clare MI,MI,0.500378652,0.499621348
1270,President 2008,Michigan,20081104,N/A,CLINTON,County,"40,381","19,726","McCain, John S. III",Challenger,"20,005","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,650,279,D,48.85,49.54,0,1.61,49.65,50.35,NA,NA,NA,1106,814,-292,0.576041667,0.423958333,Clinton County MI,Clinton MI,MI,0.51156467,0.48843533
1271,President 2008,Michigan,20081104,N/A,CRAWFORD,County,"7,178","3,561","McCain, John S. III",Challenger,"3,441","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,176,120,R,49.61,47.94,0,2.45,50.86,49.14,NA,NA,NA,1455,1449,-6,0.501033058,0.498966942,Crawford County MI,Crawford MI,MI,0.500002134,0.499997866
1272,President 2008,Michigan,20081104,N/A,DELTA,County,"19,064","8,763","McCain, John S. III",Challenger,"9,974","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,327,"1,211",D,45.97,52.32,0,1.72,46.77,53.23,NA,NA,NA,2796,2693,-103,0.509382401,0.490617599,Delta County MI,Delta MI,MI,0.500176059,0.499823941
1273,President 2008,Michigan,20081104,N/A,DICKINSON,County,"13,311","7,049","McCain, John S. III",Challenger,"5,995","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,267,"1,054",R,52.96,45.04,0,2.01,54.04,45.96,NA,NA,NA,2155,2444,289,0.468580126,0.531419874,Dickinson County MI,Dickinson MI,MI,0.501974417,0.498025583
1274,President 2008,Michigan,20081104,N/A,EATON,County,"57,616","25,900","McCain, John S. III",Challenger,"30,742","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,974,"4,842",D,44.95,53.36,0,1.69,45.73,54.27,NA,NA,NA,1578,1232,-346,0.561565836,0.438434164,Eaton County MI,Eaton MI,MI,0.507580704,0.492419296
1275,President 2008,Michigan,20081104,N/A,EMMET,County,"18,149","9,314","McCain, John S. III",Challenger,"8,515","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,320,799,R,51.32,46.92,0,1.76,52.24,47.76,NA,NA,NA,2636,2803,167,0.484647913,0.515352087,Emmet County MI,Emmet MI,MI,0.500471373,0.499528627
1276,President 2008,Michigan,20081104,N/A,GENESEE,County,"219,896","72,451","McCain, John S. III",Challenger,"143,927","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,518","71,476",D,32.95,65.45,0,1.6,33.48,66.52,NA,NA,NA,633,2568,1935,0.197750703,0.802249297,Genesee County MI,Genesee MI,MI,0.682709275,0.317290725
1277,President 2008,Michigan,20081104,N/A,GLADWIN,County,"13,241","6,391","McCain, John S. III",Challenger,"6,590","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,260,199,D,48.27,49.77,0,1.96,49.23,50.77,NA,NA,NA,2294,2295,1,0.499891044,0.500108956,Gladwin County MI,Gladwin MI,MI,0.500000024,0.499999976
1278,President 2008,Michigan,20081104,N/A,GOGEBIC,County,"8,264","3,330","McCain, John S. III",Challenger,"4,757","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,177,"1,427",D,40.3,57.56,0,2.14,41.18,58.82,NA,NA,NA,1863,1397,-466,0.571472393,0.428527607,Gogebic County MI,Gogebic MI,MI,0.510216606,0.489783394
1279,President 2008,Michigan,20081104,N/A,GRAND TRAVERSE,County,"48,733","24,716","McCain, John S. III",Challenger,"23,258","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,759,"1,458",R,50.72,47.73,0,1.56,51.52,48.48,NA,NA,NA,1196,1205,9,0.498125781,0.501874219,Grand Traverse County MI,Grand Traverse MI,MI,0.500007025,0.499992975
1280,President 2008,Michigan,20081104,N/A,GRATIOT,County,"17,738","8,322","McCain, John S. III",Challenger,"9,105","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,311,783,D,46.92,51.33,0,1.75,47.75,52.25,NA,NA,NA,2737,2650,-87,0.508074995,0.491925005,Gratiot County MI,Gratiot MI,MI,0.500130411,0.499869589
1281,President 2008,Michigan,20081104,N/A,HILLSDALE,County,"20,449","11,221","McCain, John S. III",Challenger,"8,765","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,463,"2,456",R,54.87,42.86,0,2.26,56.14,43.86,NA,NA,NA,2656,373,-2283,0.876857049,0.123142951,Hillsdale County MI,Hillsdale MI,MI,0.78404247,0.21595753
1282,President 2008,Michigan,20081104,N/A,HOUGHTON,County,"15,972","8,101","McCain, John S. III",Challenger,"7,476","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,395,625,R,50.72,46.81,0,2.47,52.01,47.99,NA,NA,NA,2481,2619,138,0.486470588,0.513529412,Houghton County MI,Houghton MI,MI,0.50036609,0.49963391
1283,President 2008,Michigan,20081104,N/A,HURON,County,"17,135","8,434","McCain, John S. III",Challenger,"8,367","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,334,67,R,49.22,48.83,0,1.95,50.2,49.8,NA,NA,NA,2621,2660,39,0.496307518,0.503692482,Huron County MI,Huron MI,MI,0.500027269,0.499972731
1284,President 2008,Michigan,20081104,N/A,INGHAM,County,"142,729","46,483","McCain, John S. III",Challenger,"93,994","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,252","47,511",D,32.57,65.85,0,1.58,33.09,66.91,NA,NA,NA,2812,1944,-868,0.591253154,0.408746846,Ingham County MI,Ingham MI,MI,0.516654276,0.483345724
1285,President 2008,Michigan,20081104,N/A,IONIA,County,"27,319","14,156","McCain, John S. III",Challenger,"12,565","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,598,"1,591",R,51.82,45.99,0,2.19,52.98,47.02,NA,NA,NA,512,578,66,0.469724771,0.530275229,Ionia County MI,Ionia MI,MI,0.501833179,0.498166821
1286,President 2008,Michigan,20081104,N/A,IOSCO,County,"14,187","6,583","McCain, John S. III",Challenger,"7,309","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,295,726,D,46.4,51.52,0,2.08,47.39,52.61,NA,NA,NA,2456,2319,-137,0.51434555,0.48565445,Iosco County MI,Iosco MI,MI,0.50041159,0.49958841
1287,President 2008,Michigan,20081104,N/A,IRON,County,"6,162","2,947","McCain, John S. III",Challenger,"3,080","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,135,133,D,47.83,49.98,0,2.19,48.9,51.1,NA,NA,NA,1362,1068,-294,0.560493827,0.439506173,Iron County MI,Iron MI,MI,0.507319006,0.492680994
1288,President 2008,Michigan,20081104,N/A,ISABELLA,County,"28,350","11,220","McCain, John S. III",Challenger,"16,679","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,451,"5,459",D,39.58,58.83,0,1.59,40.22,59.78,NA,NA,NA,703,372,-331,0.653953488,0.346046512,Isabella County MI,Isabella MI,MI,0.547403353,0.452596647
1289,President 2008,Michigan,20081104,N/A,JACKSON,County,"74,503","35,692","McCain, John S. III",Challenger,"37,480","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,331","1,788",D,47.91,50.31,0,1.79,48.78,51.22,NA,NA,NA,1667,1624,-43,0.506532969,0.493467031,Jackson County MI,Jackson MI,MI,0.500085359,0.499914641
1290,President 2008,Michigan,20081104,N/A,KALAMAZOO,County,"130,781","51,554","McCain, John S. III",Challenger,"77,051","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"2,176","25,497",D,39.42,58.92,0,1.66,40.09,59.91,NA,NA,NA,2579,2158,-421,0.544437408,0.455562592,Kalamazoo County MI,Kalamazoo MI,MI,0.503949366,0.496050634
1291,President 2008,Michigan,20081104,N/A,KALKASKA,County,"8,499","4,527","McCain, John S. III",Challenger,"3,780","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,192,747,R,53.27,44.48,0,2.26,54.5,45.5,NA,NA,NA,1531,1800,269,0.459621735,0.540378265,Kalkaska County MI,Kalkaska MI,MI,0.503260809,0.496739191
1292,President 2008,Michigan,20081104,N/A,KENT,County,"303,235","148,336","McCain, John S. III",Challenger,"149,909","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,990","1,573",D,48.92,49.44,0,1.65,49.74,50.26,NA,NA,NA,641,620,-21,0.508326725,0.491673275,Kent County MI,Kent MI,MI,0.500138669,0.499861331
1293,President 2008,Michigan,20081104,N/A,KEWEENAW,County,"1,410",756,"McCain, John S. III",Challenger,610,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,44,146,R,53.62,43.26,0,3.12,55.34,44.66,NA,NA,NA,2351,2589,238,0.475910931,0.524089069,Keweenaw County MI,Keweenaw MI,MI,0.501160566,0.498839434
1294,President 2008,Michigan,20081104,N/A,LAKE,County,"5,292","2,269","McCain, John S. III",Challenger,"2,919","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,104,650,D,42.88,55.16,0,1.97,43.74,56.26,NA,NA,NA,1078,884,-194,0.549439348,0.450560652,Lake County MI,Lake MI,MI,0.504888498,0.495111502
1295,President 2008,Michigan,20081104,N/A,LAPEER,County,"45,362","22,831","McCain, John S. III",Challenger,"21,457","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,074","1,374",R,50.33,47.3,0,2.37,51.55,48.45,NA,NA,NA,1151,1161,10,0.49783737,0.50216263,Lapeer County MI,Lapeer MI,MI,0.500009354,0.499990646
1296,President 2008,Michigan,20081104,N/A,LEELANAU,County,"14,464","6,938","McCain, John S. III",Challenger,"7,355","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,171,417,D,47.97,50.85,0,1.18,48.54,51.46,NA,NA,NA,2463,2372,-91,0.509410548,0.490589452,Leelanau County MI,Leelanau MI,MI,0.500177117,0.499822883
1297,President 2008,Michigan,20081104,N/A,LENAWEE,County,"47,734","22,225","McCain, John S. III",Challenger,"24,640","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,869,"2,415",D,46.56,51.62,0,1.82,47.42,52.58,NA,NA,NA,1216,1149,-67,0.514164905,0.485835095,Lenawee County MI,Lenawee MI,MI,0.500401289,0.499598711
